EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,Attrition_Numeric,Tenure_Band
1754,49,Male,Married,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,9,2,5001,11,Yes,5,0,0,0,0,0,2,2,2,1,3,3,3,Yes,1,0-1 yrs
1755,37,Female,Divorced,Research & Development,Laboratory Technician,2,Technical Degree,Travel_Rarely,29,2,8120,17,Yes,6,2,2,0,0,6,6,1,3,4,3,2,3,No,0,2-3 yrs
1756,34,Male,Single,Research & Development,Research Director,3,Medical,Travel_Rarely,7,4,8806,12,Yes,4,1,1,0,0,3,1,1,2,2,1,3,3,Yes,1,0-1 yrs
1757,52,Female,Single,Research & Development,Manufacturing Director,2,Medical,Travel_Rarely,6,2,4634,14,No,6,0,0,0,0,0,3,1,3,4,3,2,3,No,0,0-1 yrs
1758,46,Female,Divorced,Sales,Sales Executive,3,Marketing,Travel_Rarely,2,2,5647,18,No,1,0,0,0,0,1,3,1,3,1,3,2,3,No,0,0-1 yrs
1759,44,Male,Divorced,Human Resources,HR Manager,3,Technical Degree,Travel_Rarely,1,1,6029,11,No,19,15,1,0,4,3,5,0,1,4,4,3,3,No,0,7+ yrs
1760,39,Male,Single,Sales,Sales Executive,3,Life Sciences,Non-Travel,10,5,11342,15,Yes,13,6,1,1,1,3,2,1,4,2,2,3,4,Yes,1,4-6 yrs
1761,37,Female,Divorced,Sales,Sales Representative,4,Life Sciences,Non-Travel,7,2,6851,13,Yes,5,4,0,2,0,2,5,0,1,3,3,4,3,Yes,1,4-6 yrs
1762,39,Female,Married,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,24,2,5803,11,No,7,1,1,0,1,1,4,2,3,2,3,4,4,No,0,0-1 yrs
1763,50,Female,Divorced,Research & Development,Manufacturing Director,3,Technical Degree,Travel_Rarely,18,1,4384,17,No,8,8,8,1,0,4,2,1,3,3,1,3,3,No,0,7+ yrs
1764,37,Male,Married,Research & Development,Research Director,5,Life Sciences,Travel_Rarely,9,1,4240,15,No,7,0,0,0,0,2,3,0,1,4,3,3,3,No,0,0-1 yrs
1765,53,Female,Married,Research & Development,Laboratory Technician,2,Technical Degree,Travel_Rarely,20,1,2463,11,No,13,6,0,2,1,4,4,0,4,2,1,3,3,No,0,4-6 yrs
1766,18,Female,Married,Research & Development,Research Scientist,2,Medical,Travel_Rarely,21,2,4621,19,Yes,9,2,2,2,1,2,1,0,4,1,3,1,3,No,0,2-3 yrs
1767,36,Female,Divorced,Research & Development,Research Director,3,Other,Travel_Rarely,11,1,4927,11,Yes,6,1,0,1,1,1,2,0,4,3,3,3,3,No,0,0-1 yrs
1768,26,Male,Divorced,Sales,Sales Representative,3,Marketing,Travel_Rarely,9,2,7770,12,No,7,4,0,0,2,2,3,0,3,4,3,2,3,No,0,4-6 yrs
1769,36,Female,Married,Research & Development,Research Scientist,2,Medical,Travel_Rarely,21,1,2729,11,No,12,7,6,2,0,1,2,0,4,2,3,3,4,No,0,7+ yrs
1770,44,Male,Single,Research & Development,Laboratory Technician,1,Human Resources,Travel_Frequently,5,1,4707,25,No,3,0,0,0,0,5,1,1,2,1,3,3,4,No,0,0-1 yrs
1771,37,Female,Married,Research & Development,Research Scientist,3,Other,Travel_Rarely,11,3,5514,15,Yes,0,0,0,0,0,1,4,2,4,2,4,3,3,No,0,0-1 yrs
1772,29,Male,Divorced,Sales,Sales Executive,2,Human Resources,Travel_Rarely,4,1,5966,22,No,22,18,12,1,6,6,3,1,4,3,2,4,3,No,0,7+ yrs
1773,36,Female,Divorced,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,1,1,6518,22,No,19,12,3,2,1,2,2,3,4,2,4,2,3,No,0,7+ yrs
1774,36,Male,Divorced,Sales,Sales Executive,3,Technical Degree,Travel_Rarely,4,1,4927,20,Yes,7,1,1,1,1,3,2,0,1,2,3,3,3,Yes,1,0-1 yrs
1775,29,Male,Married,Research & Development,Research Scientist,1,Other,Travel_Rarely,20,4,6462,20,No,0,0,0,0,0,4,5,2,4,4,2,3,3,No,0,0-1 yrs
1776,40,Female,Divorced,Research & Development,Manufacturing Director,1,Human Resources,Travel_Frequently,2,1,4538,18,Yes,18,11,1,0,0,2,3,0,3,4,2,3,3,Yes,1,7+ yrs
1777,22,Male,Single,Sales,Sales Executive,3,Human Resources,Travel_Rarely,6,2,6139,14,No,7,3,3,0,1,7,2,1,3,3,3,3,3,No,0,2-3 yrs
1778,28,Female,Married,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Frequently,2,1,3896,15,No,10,4,1,0,2,4,5,0,2,3,2,3,3,Yes,1,4-6 yrs
1779,39,Female,Divorced,Sales,Manager,5,Human Resources,Travel_Rarely,3,3,7657,14,No,8,4,4,4,4,5,1,0,4,3,3,3,3,No,0,4-6 yrs
1780,30,Male,Married,Sales,Manager,3,Technical Degree,Travel_Rarely,4,1,4057,18,No,7,7,0,1,0,6,2,1,3,4,2,2,3,No,0,7+ yrs
1781,32,Female,Married,Research & Development,Manufacturing Director,3,Human Resources,Travel_Frequently,7,2,5284,14,No,3,2,2,2,2,6,4,1,2,4,4,1,4,No,0,2-3 yrs
1782,23,Male,Married,Research & Development,Laboratory Technician,2,Technical Degree,Non-Travel,4,2,4316,13,No,6,6,0,1,3,4,3,1,3,3,2,2,3,No,0,4-6 yrs
1783,39,Female,Divorced,Research & Development,Laboratory Technician,2,Medical,Travel_Frequently,4,3,7041,15,No,6,5,0,0,5,1,4,1,3,4,2,3,3,No,0,4-6 yrs
1784,23,Female,Married,Research & Development,Research Director,1,Human Resources,Travel_Frequently,1,1,3337,15,No,4,0,0,0,0,1,4,0,4,4,4,3,3,Yes,1,0-1 yrs
1785,49,Female,Single,Sales,Manager,5,Medical,Non-Travel,22,3,7249,21,Yes,13,10,0,7,4,4,3,0,2,2,2,3,4,Yes,1,7+ yrs
1786,37,Female,Married,Research & Development,Laboratory Technician,2,Technical Degree,Travel_Rarely,8,4,9001,11,No,6,4,1,1,4,4,6,2,3,2,2,3,3,No,0,4-6 yrs
1787,46,Male,Married,Research & Development,Manufacturing Director,3,Other,Travel_Rarely,1,4,7701,20,No,10,8,2,0,0,4,3,0,1,1,2,2,3,No,0,7+ yrs
1788,21,Female,Single,Sales,Manager,3,Human Resources,Travel_Rarely,8,3,7833,12,No,5,1,1,1,1,8,2,1,3,3,4,2,3,No,0,0-1 yrs
1789,47,Female,Single,Research & Development,Laboratory Technician,3,Medical,Travel_Frequently,26,4,10621,13,No,7,0,0,0,0,2,1,3,3,3,3,3,3,No,0,0-1 yrs
1790,32,Female,Married,Research & Development,Research Director,3,Marketing,Travel_Frequently,1,2,5964,19,No,2,1,0,0,1,4,1,1,4,1,3,1,3,No,0,0-1 yrs
1791,50,Male,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,15,1,5014,13,Yes,11,6,4,1,0,1,3,1,1,4,2,3,3,No,0,4-6 yrs
1792,32,Female,Married,Sales,Manager,1,Technical Degree,Travel_Rarely,2,2,4747,15,Yes,6,2,2,0,1,5,6,1,2,2,3,1,3,Yes,1,2-3 yrs
1793,46,Male,Single,Sales,Sales Executive,5,Human Resources,Travel_Rarely,12,4,10559,17,No,6,0,0,0,0,2,6,1,2,4,3,4,4,No,0,0-1 yrs
1794,37,Female,Single,Research & Development,Research Scientist,4,Technical Degree,Travel_Rarely,4,1,4485,11,Yes,9,4,4,4,1,2,2,1,3,1,2,3,3,Yes,1,4-6 yrs
1795,39,Male,Divorced,Research & Development,Manufacturing Director,2,Medical,Travel_Rarely,7,1,3815,14,No,5,5,1,3,1,1,5,2,2,2,2,4,3,Yes,1,4-6 yrs
1796,40,Female,Single,Sales,Sales Representative,2,Human Resources,Travel_Rarely,4,4,9099,11,No,15,9,0,2,0,2,1,0,3,2,3,3,3,No,0,7+ yrs
1797,31,Female,Divorced,Research & Development,Manufacturing Director,4,Medical,Travel_Rarely,2,5,10806,12,No,6,1,0,0,1,5,3,0,4,3,2,3,3,No,0,0-1 yrs
1798,28,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,1,3,7200,12,No,3,1,0,1,1,2,2,2,2,2,3,3,3,No,0,0-1 yrs
1799,41,Female,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,18,1,2114,13,No,4,1,0,1,0,3,1,2,4,1,3,3,3,No,0,0-1 yrs
1800,44,Female,Married,Sales,Sales Executive,2,Life Sciences,Non-Travel,8,1,4910,14,Yes,4,0,0,0,0,2,3,0,1,3,3,3,3,No,0,0-1 yrs
1801,34,Female,Divorced,Research & Development,Research Director,3,Human Resources,Travel_Frequently,1,3,9720,19,No,7,3,2,3,2,2,5,0,1,2,1,3,3,Yes,1,2-3 yrs
1802,23,Male,Divorced,Research & Development,Research Director,3,Medical,Travel_Rarely,1,1,4205,14,No,4,0,0,0,0,3,4,2,4,3,3,3,3,No,0,0-1 yrs
1803,26,Male,Single,Research & Development,Research Director,1,Technical Degree,Travel_Rarely,1,1,3980,13,No,7,1,1,1,1,2,1,0,2,4,3,3,3,Yes,1,0-1 yrs
1804,33,Male,Married,Sales,Sales Executive,3,Medical,Travel_Rarely,10,1,5310,16,Yes,2,0,0,0,0,1,2,1,1,4,1,3,3,Yes,1,0-1 yrs
1805,30,Male,Single,Research & Development,Research Director,2,Medical,Travel_Rarely,1,1,3052,13,No,1,1,1,0,1,4,3,0,4,4,3,3,3,Yes,1,0-1 yrs
1806,32,Male,Divorced,Research & Development,Manufacturing Director,2,Marketing,Travel_Rarely,1,4,10547,11,No,11,10,2,1,3,3,3,1,4,2,2,3,3,No,0,7+ yrs
1807,41,Female,Single,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,8,2,3791,16,Yes,6,1,0,0,1,3,2,1,3,4,3,3,4,Yes,1,0-1 yrs
1808,44,Female,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,9,4,9456,11,No,4,1,1,1,1,3,1,1,1,1,3,3,3,No,0,0-1 yrs
1809,43,Female,Married,Sales,Sales Executive,3,Human Resources,Travel_Rarely,2,1,2684,11,Yes,14,11,0,0,1,2,2,2,3,3,4,2,3,Yes,1,7+ yrs
1810,41,Male,Divorced,Research & Development,Research Scientist,3,Other,Travel_Frequently,1,3,8389,14,No,4,3,3,3,0,4,3,1,4,3,3,3,3,No,0,2-3 yrs
1811,46,Female,Divorced,Research & Development,Research Director,4,Other,Travel_Rarely,19,3,6300,16,No,10,6,5,1,5,6,2,0,3,4,1,3,3,No,0,4-6 yrs
1812,39,Male,Divorced,Research & Development,Research Director,5,Human Resources,Travel_Frequently,14,2,5624,13,No,4,4,2,4,0,2,5,1,2,3,2,2,3,No,0,4-6 yrs
1813,30,Female,Single,Sales,Manager,3,Other,Travel_Frequently,8,5,13004,16,Yes,8,3,1,2,0,3,5,0,3,3,4,2,3,Yes,1,2-3 yrs
1814,41,Male,Single,Research & Development,Research Director,3,Human Resources,Non-Travel,12,3,7466,21,No,9,6,4,1,2,5,5,1,3,1,4,3,3,No,0,4-6 yrs
1815,22,Female,Married,Research & Development,Laboratory Technician,4,Human Resources,Non-Travel,2,1,6025,22,No,2,0,0,0,0,4,6,0,1,3,4,3,3,No,0,0-1 yrs
1816,21,Female,Married,Sales,Sales Executive,3,Other,Travel_Frequently,3,5,13624,11,Yes,14,8,4,0,8,2,5,1,2,3,4,3,4,No,0,7+ yrs
1817,41,Female,Divorced,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,6,2,3687,11,No,3,0,0,0,0,3,5,1,1,1,2,2,3,No,0,0-1 yrs
1818,28,Female,Married,Research & Development,Research Director,2,Other,Travel_Rarely,1,3,7636,14,No,12,11,0,1,11,2,3,3,3,4,4,3,3,No,0,7+ yrs
1819,46,Male,Single,Sales,Sales Executive,3,Human Resources,Travel_Rarely,11,3,7898,21,No,7,3,1,3,3,4,1,1,4,4,3,1,3,No,0,2-3 yrs
1820,28,Female,Married,Research & Development,Manufacturing Director,2,Medical,Travel_Frequently,5,1,2234,18,Yes,8,5,0,2,5,4,2,1,2,1,3,1,3,Yes,1,4-6 yrs
1821,26,Female,Divorced,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,4,5,10889,12,No,0,0,0,0,0,1,3,2,3,4,4,3,3,No,0,0-1 yrs
1822,34,Male,Married,Sales,Sales Executive,3,Technical Degree,Travel_Frequently,12,4,10085,16,No,12,8,8,2,2,5,2,0,3,3,3,3,4,No,0,7+ yrs
1823,30,Male,Divorced,Research & Development,Manufacturing Director,3,Other,Travel_Rarely,16,1,2958,20,No,5,1,1,0,0,7,2,0,3,3,3,3,3,No,0,0-1 yrs
1824,38,Female,Divorced,Research & Development,Research Director,4,Marketing,Travel_Rarely,7,2,6033,13,Yes,3,2,1,2,1,4,2,0,2,1,3,3,3,Yes,1,2-3 yrs
1825,43,Female,Single,Sales,Sales Executive,2,Technical Degree,Travel_Rarely,15,1,5692,12,No,12,6,0,1,6,4,2,0,4,3,4,1,3,No,0,4-6 yrs
1826,45,Male,Divorced,Research & Development,Research Scientist,2,Other,Travel_Frequently,8,3,7221,13,No,13,8,1,2,1,5,2,1,1,2,3,3,3,No,0,7+ yrs
1827,26,Female,Married,Sales,Manager,3,Marketing,Travel_Frequently,6,2,7009,11,No,1,1,1,0,0,5,3,0,3,3,4,3,4,No,0,0-1 yrs
1828,33,Female,Married,Research & Development,Research Scientist,1,Human Resources,Travel_Frequently,2,1,3616,14,No,9,3,1,3,3,2,2,0,1,2,1,3,3,No,0,2-3 yrs
1829,49,Female,Divorced,Sales,Sales Executive,1,Life Sciences,Travel_Frequently,3,2,8506,13,No,21,16,1,0,13,3,2,1,3,2,3,3,3,No,0,7+ yrs
1830,23,Male,Single,Sales,Sales Representative,1,Marketing,Travel_Rarely,4,1,4877,20,Yes,4,1,1,1,1,3,2,2,2,2,3,2,3,Yes,1,0-1 yrs
1831,26,Female,Divorced,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,7,2,6523,14,No,3,1,0,0,1,4,2,1,1,3,3,2,3,No,0,0-1 yrs
1832,35,Male,Married,Sales,Manager,3,Human Resources,Travel_Rarely,1,1,4320,13,Yes,3,0,0,0,0,5,6,0,4,2,2,3,3,Yes,1,0-1 yrs
1833,37,Male,Married,Sales,Sales Executive,2,Marketing,Travel_Frequently,5,5,10764,18,Yes,7,3,0,3,0,2,2,0,3,1,3,1,3,Yes,1,2-3 yrs
1834,29,Male,Married,Research & Development,Laboratory Technician,4,Marketing,Travel_Rarely,12,2,5428,16,Yes,7,0,0,0,0,2,4,1,3,3,1,3,3,Yes,1,0-1 yrs
1835,29,Female,Married,Human Resources,HR Manager,4,Marketing,Travel_Rarely,1,1,2895,12,No,11,7,2,0,1,6,2,0,3,1,3,4,3,No,0,7+ yrs
1836,40,Female,Married,Sales,Sales Representative,2,Technical Degree,Travel_Rarely,1,2,5565,19,No,9,7,1,1,5,2,1,1,4,2,4,4,3,No,0,7+ yrs
1837,38,Female,Married,Research & Development,Manufacturing Director,5,Marketing,Travel_Rarely,14,5,12531,11,Yes,14,8,0,3,0,3,6,3,3,4,3,3,3,No,0,7+ yrs
1838,35,Male,Married,Research & Development,Research Director,5,Technical Degree,Travel_Frequently,7,3,8505,13,No,7,6,2,2,1,3,5,1,3,1,4,4,3,Yes,1,4-6 yrs
1839,33,Female,Married,Sales,Sales Executive,2,Human Resources,Non-Travel,2,2,4965,20,No,6,0,0,0,0,6,3,3,2,3,3,3,3,No,0,0-1 yrs
1840,29,Male,Divorced,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,12,1,2562,14,No,7,2,2,1,1,2,1,0,4,3,2,2,3,No,0,2-3 yrs
1841,49,Female,Married,Research & Development,Research Scientist,2,Other,Travel_Rarely,10,1,1667,11,Yes,7,3,3,3,0,2,5,2,3,1,2,4,3,No,0,2-3 yrs
1842,42,Female,Divorced,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,4,1,3876,14,No,9,2,2,0,2,0,6,1,4,4,2,4,3,Yes,1,2-3 yrs
1843,42,Male,Married,Sales,Sales Executive,3,Other,Travel_Rarely,1,1,4444,17,No,15,8,0,0,0,0,3,1,4,4,3,3,3,No,0,7+ yrs
1844,42,Male,Single,Sales,Sales Representative,3,Life Sciences,Travel_Frequently,21,1,3964,11,No,7,4,0,4,2,1,1,1,3,2,1,2,3,Yes,1,4-6 yrs
1845,35,Male,Divorced,Sales,Sales Executive,1,Technical Degree,Travel_Rarely,1,5,14343,20,No,8,2,2,2,2,5,2,1,3,2,3,2,3,No,0,2-3 yrs
1846,38,Female,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,4,3,7029,18,No,4,3,0,3,3,1,4,1,3,4,4,2,3,No,0,2-3 yrs
1847,37,Female,Married,Research & Development,Research Scientist,1,Medical,Travel_Rarely,18,3,8290,13,No,20,14,0,0,0,4,5,2,1,3,3,3,4,No,0,7+ yrs
1848,40,Male,Single,Research & Development,Research Scientist,3,Medical,Travel_Frequently,6,1,5839,12,Yes,22,15,2,4,2,3,3,1,4,3,3,2,4,Yes,1,7+ yrs
1849,38,Male,Divorced,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,1,3,9239,23,Yes,20,15,0,0,5,3,0,1,1,1,4,3,4,Yes,1,7+ yrs
1850,32,Male,Divorced,Research & Development,Laboratory Technician,5,Human Resources,Travel_Rarely,27,3,7789,11,Yes,6,5,0,5,5,3,5,0,2,3,4,3,3,Yes,1,4-6 yrs
1851,40,Female,Married,Sales,Manager,3,Human Resources,Travel_Rarely,1,2,5905,13,No,21,15,1,1,0,4,3,1,2,4,3,1,3,No,0,7+ yrs
1852,47,Female,Divorced,Research & Development,Manufacturing Director,2,Other,Travel_Rarely,1,3,7701,11,No,0,0,0,0,0,0,2,2,3,3,2,1,3,No,0,0-1 yrs
1853,42,Male,Single,Sales,Sales Representative,2,Human Resources,Travel_Rarely,2,1,4208,11,No,0,0,0,0,0,2,4,0,4,4,1,2,3,Yes,1,0-1 yrs
1854,47,Female,Single,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,13,2,5776,17,No,4,3,3,2,3,3,2,1,3,4,3,3,3,No,0,2-3 yrs
1855,40,Male,Single,Research & Development,Research Director,3,Life Sciences,Travel_Frequently,15,5,11759,16,No,13,9,0,1,2,7,2,1,4,3,3,3,3,No,0,7+ yrs
1856,36,Female,Married,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,1,2,6626,16,No,4,0,0,0,0,1,4,1,1,3,1,3,3,Yes,1,0-1 yrs
1857,35,Female,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,2,2,8464,14,Yes,13,12,4,0,11,4,2,1,4,4,2,2,3,Yes,1,7+ yrs
1858,39,Male,Single,Sales,Manager,3,Marketing,Travel_Rarely,10,3,10159,18,Yes,9,5,2,5,0,3,4,0,1,2,3,3,3,Yes,1,4-6 yrs
1859,43,Female,Married,Research & Development,Manufacturing Director,4,Human Resources,Travel_Rarely,6,1,3996,18,No,9,2,2,0,1,3,3,1,3,4,3,2,3,No,0,2-3 yrs
1860,56,Male,Divorced,Research & Development,Manufacturing Director,4,Other,Travel_Rarely,11,1,3520,11,No,0,0,0,0,0,6,3,0,2,3,3,3,3,No,0,0-1 yrs
1861,51,Male,Divorced,Sales,Sales Representative,3,Technical Degree,Travel_Rarely,29,2,8090,13,No,25,21,3,4,0,1,2,0,1,2,3,3,3,No,0,7+ yrs
1862,33,Female,Single,Research & Development,Research Scientist,3,Marketing,Travel_Rarely,1,2,7243,11,No,2,0,0,0,0,3,4,1,1,2,3,3,3,No,0,0-1 yrs
1863,50,Female,Married,Sales,Sales Representative,2,Technical Degree,Travel_Frequently,2,1,3599,11,No,12,10,2,0,2,3,4,0,3,2,3,3,3,No,0,7+ yrs
1864,30,Female,Single,Research & Development,Manufacturing Director,2,Human Resources,Travel_Rarely,3,1,2017,14,No,19,12,6,1,1,3,2,0,4,3,3,1,3,Yes,1,7+ yrs
1865,18,Female,Single,Sales,Manager,3,Life Sciences,Travel_Rarely,5,1,5429,24,No,11,4,1,0,0,1,3,1,3,4,2,3,3,No,0,4-6 yrs
1866,37,Female,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,27,3,7032,14,No,7,0,0,0,0,2,3,1,2,3,3,2,4,No,0,0-1 yrs
1867,44,Female,Divorced,Research & Development,Manufacturing Director,3,Medical,Travel_Rarely,9,1,4922,19,Yes,18,14,4,6,0,1,2,0,4,3,2,3,3,No,0,7+ yrs
1868,28,Male,Single,Sales,Sales Executive,1,Human Resources,Travel_Rarely,22,4,10240,11,No,7,3,0,0,1,3,2,1,4,3,2,3,3,Yes,1,2-3 yrs
1869,46,Male,Single,Research & Development,Manufacturing Director,4,Other,Travel_Rarely,5,1,5052,19,No,10,3,2,1,2,5,5,1,4,4,3,3,3,No,0,2-3 yrs
1870,41,Male,Single,Research & Development,Research Scientist,2,Technical Degree,Travel_Rarely,5,1,5184,14,No,1,1,1,1,0,0,3,1,1,4,2,3,3,No,0,0-1 yrs
1871,49,Female,Single,Sales,Sales Representative,2,Technical Degree,Non-Travel,1,2,7573,14,No,1,0,0,0,0,1,3,3,1,3,3,2,3,No,0,0-1 yrs
1872,29,Male,Single,Sales,Sales Representative,2,Marketing,Travel_Rarely,2,1,3500,11,No,4,2,2,0,2,2,4,1,4,2,3,3,4,No,0,2-3 yrs
1873,29,Female,Single,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,12,1,6160,12,Yes,4,3,2,0,3,4,2,0,2,4,4,2,3,No,0,2-3 yrs
1874,37,Female,Married,Research & Development,Research Director,2,Human Resources,Travel_Rarely,9,1,4658,14,No,8,1,0,1,1,2,6,0,3,3,2,3,3,No,0,0-1 yrs
1875,46,Male,Married,Sales,Sales Representative,4,Life Sciences,Travel_Frequently,8,2,5823,17,Yes,0,0,0,0,0,2,6,2,2,1,3,1,3,Yes,1,0-1 yrs
1876,39,Female,Single,Sales,Sales Executive,2,Other,Travel_Rarely,5,3,5655,15,Yes,5,0,0,0,0,3,3,1,1,4,3,3,4,Yes,1,0-1 yrs
1877,45,Male,Single,Sales,Manager,4,Technical Degree,Travel_Rarely,1,3,8839,13,Yes,18,12,2,6,0,2,1,0,4,4,4,2,3,No,0,7+ yrs
1878,35,Male,Divorced,Research & Development,Research Director,4,Marketing,Travel_Rarely,9,2,8691,18,Yes,15,13,1,1,0,1,5,0,2,4,2,2,3,No,0,7+ yrs
1879,35,Female,Single,Research & Development,Research Director,4,Life Sciences,Non-Travel,10,1,2083,15,No,6,1,1,1,0,1,3,0,2,4,3,3,3,Yes,1,0-1 yrs
1880,41,Female,Married,Research & Development,Manufacturing Director,4,Technical Degree,Travel_Rarely,1,2,5621,16,No,6,2,2,0,0,3,4,0,4,4,3,4,3,No,0,2-3 yrs
1881,25,Male,Single,Research & Development,Research Scientist,3,Medical,Non-Travel,18,3,9219,21,No,19,14,6,0,6,4,4,0,3,4,2,4,4,No,0,7+ yrs
1882,43,Male,Divorced,Sales,Sales Representative,5,Marketing,Travel_Rarely,11,1,4031,13,No,7,2,2,1,1,2,3,1,4,4,4,3,3,No,0,2-3 yrs
1883,30,Female,Divorced,Research & Development,Laboratory Technician,4,Technical Degree,Travel_Rarely,2,1,1744,11,Yes,4,1,0,1,0,2,3,0,3,2,3,3,3,Yes,1,0-1 yrs
1884,18,Female,Single,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,12,3,5648,11,No,6,6,1,4,0,3,2,0,4,2,2,4,3,No,0,4-6 yrs
1885,31,Male,Married,Research & Development,Research Scientist,4,Marketing,Travel_Rarely,1,2,4256,12,No,9,5,1,4,0,3,5,2,3,4,3,3,3,No,0,4-6 yrs
1886,29,Female,Married,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Frequently,13,2,7046,11,No,28,22,0,2,17,1,0,0,4,3,3,2,3,Yes,1,7+ yrs
1887,40,Female,Divorced,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,6,3,9451,21,No,2,2,2,1,0,6,2,0,4,3,2,3,3,No,0,2-3 yrs
1888,50,Female,Single,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,12,1,4250,13,No,4,0,0,0,0,4,2,0,4,4,2,3,3,No,0,0-1 yrs
1889,54,Female,Married,Research & Development,Manufacturing Director,3,Medical,Travel_Rarely,28,5,8900,11,No,4,3,0,1,3,3,2,1,1,1,3,2,3,No,0,2-3 yrs
1890,41,Male,Married,Sales,Sales Executive,5,Human Resources,Travel_Rarely,1,2,4608,18,Yes,7,6,0,2,0,3,2,1,2,4,3,4,3,No,0,4-6 yrs
1891,36,Male,Married,Research & Development,Laboratory Technician,3,Other,Travel_Frequently,20,1,4035,15,No,4,2,0,2,2,1,1,0,2,4,1,2,3,No,0,2-3 yrs
1892,38,Male,Single,Research & Development,Research Scientist,1,Technical Degree,Travel_Rarely,2,1,5834,11,No,9,7,5,2,1,3,3,2,1,4,4,2,4,Yes,1,7+ yrs
1893,43,Female,Divorced,Research & Development,Manufacturing Director,4,Other,Travel_Frequently,4,4,9856,11,Yes,12,5,0,0,5,1,3,3,3,4,1,3,3,Yes,1,4-6 yrs
1894,50,Female,Single,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,3,2,6729,11,No,8,2,1,0,1,4,4,1,2,3,2,2,3,No,0,2-3 yrs
1895,40,Male,Divorced,Human Resources,Human Resources,3,Technical Degree,Travel_Rarely,9,5,10727,13,No,7,5,2,4,0,8,3,0,4,2,2,3,3,No,0,4-6 yrs
1896,25,Female,Single,Research & Development,Research Scientist,3,Technical Degree,Travel_Frequently,19,1,5429,13,No,7,3,0,3,0,2,0,0,2,4,4,3,3,No,0,2-3 yrs
1897,45,Female,Single,Human Resources,HR Manager,3,Human Resources,Travel_Rarely,2,3,8895,13,No,6,0,0,0,0,3,6,0,2,3,1,3,3,No,0,0-1 yrs
1898,31,Male,Divorced,Research & Development,Research Director,2,Technical Degree,Non-Travel,7,2,6321,11,Yes,16,11,2,1,0,2,4,2,3,1,4,3,3,No,0,7+ yrs
1899,43,Female,Divorced,Sales,Sales Executive,4,Technical Degree,Travel_Frequently,4,4,12412,11,Yes,12,6,0,5,0,6,2,0,3,4,3,2,3,No,0,4-6 yrs
1900,29,Male,Married,Research & Development,Manufacturing Director,3,Other,Travel_Rarely,3,5,11760,17,No,2,0,0,0,0,2,2,2,2,2,4,4,3,No,0,0-1 yrs
1901,37,Male,Married,Sales,Sales Representative,2,Other,Travel_Rarely,5,2,6023,16,No,9,2,2,0,0,7,2,0,1,1,3,3,3,No,0,2-3 yrs
1902,36,Male,Single,Human Resources,Human Resources,3,Marketing,Travel_Rarely,1,1,4187,13,No,8,8,0,3,4,4,4,0,4,1,2,3,3,No,0,7+ yrs
1903,55,Female,Married,Research & Development,Research Scientist,4,Marketing,Non-Travel,12,1,3247,11,No,4,1,1,1,1,1,4,2,3,2,4,4,3,No,0,0-1 yrs
1904,29,Male,Divorced,Sales,Sales Representative,3,Medical,Travel_Rarely,6,3,8414,15,No,6,2,2,2,2,1,3,0,2,2,4,3,3,No,0,2-3 yrs
1905,34,Female,Single,Research & Development,Manufacturing Director,5,Human Resources,Travel_Rarely,1,2,7358,12,No,14,8,7,2,2,2,2,1,1,1,2,1,3,No,0,7+ yrs
